ID_Local,Rubro,Superficie_m2,Metros_Vidriera,Inversion_CAPEX_USD,Antiguedad_Anios,Inversion_Marketing_Mensual_USD,Alquiler_Mensual_USD,Transito_Peatonal_Pico,Puntos_Interes_Proximos,Distancia_Ancla_Metros,Ubicacion_Esquina,Nivel_Socioeconomico,Densidad_Poblacional_Hab_Km2,Tipo_Ubicacion,Densidad_Competencia,Venta_Online_Pct,Ticket_Promedio_USD,Posicionamiento_Precio,Margen_EBITDA_Pct,Ventas_Anuales_Totales_USD
2389,Cosmética,98,24.5,64995,0.8,1798,6589,575,5,27,0,ABC1,10644,Calle Comercial,14,0.52,52,Medio,0.34,362176
2390,Cosmética,95,25.0,37650,4.1,2316,3884,593,4,260,1,C2,13098,Calle Comercial,9,0.52,42,Económico,0.37,512871
2391,Cosmética,70,14.8,57055,0.2,3851,9130,676,8,40,0,ABC1,10357,Centro Comercial,6,0.54,65,Medio-Alto,0.31,607465
2392,Cosmética,80,17.5,68431,1.8,3891,4070,667,7,786,0,ABC1,9783,Barrio Residencial,14,0.5,81,Premium,0.31,411305
2393,Cosmética,57,14.6,64613,9.2,2099,3064,799,6,404,0,C3,19744,Barrio Residencial,15,0.43,74,Medio-Alto,0.36,431950
2394,Cosmética,92,21.4,36927,0.3,1078,5755,686,6,204,0,C3,20795,Calle Comercial,3,0.34,65,Medio-Alto,0.4,224272
2395,Cosmética,68,15.5,72264,3.9,2468,4915,688,4,327,0,C2,17666,Barrio Residencial,9,0.48,66,Medio-Alto,0.4,452856
2396,Cosmética,85,15.3,42336,8.5,3712,3933,720,6,272,0,C3,12793,Calle Comercial,6,0.54,54,Medio,0.4,650926
2397,Cosmética,66,10.4,53950,1.1,628,5556,795,6,135,0,D,23371,Calle Comercial,4,0.36,37,Económico,0.35,263526
2398,Cosmética,78,16.1,53922,9.7,821,5801,611,4,283,0,C3,14992,Calle Comercial,14,0.41,49,Medio,0.38,266420
2399,Cosmética,93,15.8,53347,4.7,1423,5108,807,6,183,0,D,17628,Calle Comercial,13,0.51,67,Medio,0.41,408997
2400,Cosmética,90,20.8,60393,1.9,1142,2377,877,3,745,0,D,20010,Barrio Residencial,7,0.39,53,Medio,0.36,426965
2401,Deportes,115,25.0,93296,11.5,3073,9986,531,4,264,0,ABC1,8253,Calle Comercial,3,0.63,147,Premium,0.27,598768
2402,Deportes,162,25.0,103447,14.9,1562,5241,457,6,605,0,C2,16020,Barrio Residencial,8,0.43,106,Premium,0.27,390819
2403,Deportes,171,21.8,76837,1.8,722,5631,572,5,527,1,D,15699,Barrio Residencial,1,0.49,82,Económico,0.26,264962
2404,Deportes,165,25.0,126936,0.3,2663,9665,791,4,19,1,C3,20423,Centro Comercial,17,0.47,108,Medio-Alto,0.25,680236
2405,Deportes,119,25.0,125237,3.1,970,3595,423,5,616,0,C3,12327,Barrio Residencial,17,0.64,93,Medio,0.25,246149
2406,Deportes,149,25.0,136321,9.2,1333,5774,521,4,99,0,C3,15443,Calle Comercial,12,0.62,119,Medio-Alto,0.23,464172
2407,Deportes,139,25.0,70543,1.2,2705,9827,461,6,1,0,ABC1,8671,Centro Comercial,10,0.49,92,Medio-Alto,0.28,695903
2408,Deportes,143,25.0,67493,0.1,1708,6828,583,5,70,0,C3,21775,Calle Comercial,5,0.5,101,Medio-Alto,0.23,352462
2409,Deportes,176,22.6,87169,6.4,1566,9048,569,4,13,0,D,16781,Centro Comercial,4,0.49,95,Medio,0.28,590813
2410,Deportes,133,25.0,106773,10.8,2805,9971,433,5,44,0,C2,17377,Shopping,5,0.59,79,Medio,0.27,887488
2411,Deportes,168,25.0,101624,5.8,1087,7486,527,4,35,1,C3,17756,Calle Comercial,6,0.44,63,Económico,0.27,284959
2412,Deportes,165,25.0,93267,8.8,2465,8916,647,7,219,1,C2,12790,Calle Comercial,4,0.63,92,Medio-Alto,0.24,814940
2413,Deportes,124,21.3,95603,5.2,1083,7173,517,2,230,0,D,24680,Calle Comercial,12,0.64,92,Económico,0.27,440234
2414,Deportes,117,21.4,106130,1.4,1306,11447,411,8,150,0,C2,14547,Calle Comercial,8,0.37,136,Premium,0.29,351935
2415,Deportes,129,22.7,88749,11.8,1119,6748,489,6,60,1,D,17462,Calle Comercial,10,0.44,57,Económico,0.25,422769
2416,Deportes,147,25.0,128266,0.4,895,9430,547,6,12,1,C3,20304,Shopping,1,0.55,90,Medio,0.23,440193
2417,Deportes,124,25.0,80548,7.0,3062,11055,360,2,36,0,ABC1,7596,Centro Comercial,14,0.49,96,Premium,0.24,671069
2418,Deportes,118,25.0,123871,8.2,3863,6738,529,5,185,1,ABC1,7645,Calle Comercial,8,0.63,101,Premium,0.25,657369
2419,Deportes,103,25.0,117142,6.4,1516,12860,588,5,35,1,ABC1,11438,Shopping,4,0.44,82,Medio,0.29,459188
2420,Deportes,118,21.9,97602,1.0,741,5700,496,5,163,1,D,19674,Calle Comercial,4,0.63,79,Económico,0.29,231132
2421,Deportes,125,21.7,118684,13.3,1180,4850,439,7,285,0,D,19210,Calle Comercial,6,0.46,87,Económico,0.25,330366
2422,Deportes,128,25.0,98915,1.9,1480,9554,601,7,14,0,C3,21367,Centro Comercial,10,0.59,70,Económico,0.27,534683
2423,Deportes,164,25.0,91520,3.8,3522,8571,394,4,31,0,ABC1,6599,Centro Comercial,2,0.57,95,Medio-Alto,0.28,800004
2424,Deportes,142,25.0,136018,6.4,1730,5429,600,6,174,1,C3,21172,Calle Comercial,7,0.5,84,Económico,0.25,571252
2425,Deportes,165,25.0,100658,4.5,2043,9690,458,6,256,0,C2,14692,Calle Comercial,5,0.54,87,Medio-Alto,0.27,626732
2426,Deportes,117,25.0,109185,1.5,1476,7617,488,5,41,0,C2,17889,Centro Comercial,10,0.52,71,Económico,0.28,452630
2427,Deportes,124,25.0,86588,1.2,2371,9078,571,5,259,0,C3,17347,Calle Comercial,13,0.38,68,Económico,0.24,509984
2428,Deportes,129,25.0,119807,0.9,2614,9414,599,4,84,0,C2,11020,Calle Comercial,2,0.47,108,Medio-Alto,0.29,677748
2429,Deportes,154,22.1,62755,3.0,414,3458,529,6,657,0,D,20835,Barrio Residencial,7,0.58,64,Económico,0.25,216753
2430,Deportes,156,25.0,122593,5.0,1860,5298,429,4,405,0,C3,14573,Barrio Residencial,12,0.45,79,Económico,0.26,389567
2431,Deportes,100,22.7,105894,13.8,999,6071,464,7,74,0,C3,17120,Calle Comercial,10,0.47,93,Medio,0.28,388885
2432,Deportes,118,25.0,111548,3.6,2190,6007,723,3,181,1,C3,18564,Calle Comercial,15,0.57,110,Medio-Alto,0.27,663472
2433,Deportes,146,25.0,74623,4.4,1334,12111,537,8,18,0,C2,15182,Centro Comercial,2,0.44,72,Económico,0.25,423543
2434,Deportes,125,24.1,89258,0.9,1454,13015,573,4,43,0,C2,10193,Shopping,9,0.6,125,Premium,0.27,620051
2435,Deportes,148,22.2,128785,1.6,943,3445,473,7,396,0,D,19716,Barrio Residencial,18,0.6,85,Económico,0.29,379467
2436,Deportes,127,25.0,87779,1.5,1548,6548,708,8,220,1,C3,18095,Calle Comercial,4,0.62,114,Medio-Alto,0.28,541256
2437,Deportes,138,25.0,62247,1.6,1207,9096,614,7,42,0,C3,21453,Calle Comercial,5,0.4,109,Medio-Alto,0.28,273478
2438,Deportes,170,25.0,95825,6.3,945,6203,498,6,209,0,C3,15140,Calle Comercial,19,0.46,97,Medio,0.24,307633
2439,Deportes,108,25.0,114242,6.6,2676,10629,455,6,28,0,ABC1,8856,Centro Comercial,11,0.51,137,Premium,0.29,665590
2440,Deportes,175,25.0,94652,4.5,1695,5275,479,8,238,0,C3,20151,Calle Comercial,12,0.41,104,Medio-Alto,0.25,365005
2441,Deportes,110,22.5,105865,4.6,1702,3859,520,4,215,0,C3,20834,Barrio Residencial,12,0.55,108,Medio-Alto,0.23,385069
2442,Deportes,163,23.1,83573,1.2,738,4926,657,4,190,1,D,21386,Calle Comercial,14,0.49,62,Económico,0.29,316270
2443,Deportes,128,25.0,95597,3.4,1309,8945,407,4,482,1,C2,14515,Barrio Residencial,16,0.58,82,Medio,0.27,489885
2444,Deportes,145,25.0,88704,1.9,1616,7714,651,4,141,1,C2,14546,Calle Comercial,5,0.58,87,Medio,0.26,604706
2445,Deportes,116,20.3,83989,1.7,519,6116,473,7,285,0,D,15710,Barrio Residencial,6,0.44,75,Económico,0.27,205086
2446,Deportes,169,25.0,122987,5.8,5084,11393,564,6,24,0,ABC1,11255,Centro Comercial,2,0.63,122,Premium,0.24,1199461
2447,Deportes,145,25.0,125933,1.1,3562,10841,594,6,172,1,ABC1,6060,Calle Comercial,18,0.44,137,Premium,0.27,723589
2448,Deportes,153,25.0,82776,9.4,2887,7259,568,7,159,1,C3,15849,Calle Comercial,10,0.38,109,Medio-Alto,0.28,703673
2449,Deportes,104,25.0,95578,0.6,968,6121,413,3,80,0,C3,12152,Calle Comercial,11,0.58,113,Premium,0.26,388677
2450,Deportes,104,25.0,72115,3.0,1853,7282,540,3,244,0,C3,14514,Calle Comercial,13,0.46,120,Medio-Alto,0.3,494005
2451,Deportes,104,24.8,75043,11.8,2717,7057,573,6,172,0,C2,16385,Calle Comercial,11,0.36,126,Premium,0.3,788870
2452,Deportes,103,25.0,139691,9.8,1246,9369,462,6,30,0,C2,11037,Centro Comercial,8,0.49,91,Medio-Alto,0.28,602502
2453,Deportes,152,25.0,138437,1.7,3145,10730,485,5,125,1,ABC1,5128,Calle Comercial,7,0.53,153,Premium,0.22,799864
2454,Deportes,150,25.0,106439,10.9,5159,11642,490,7,215,0,ABC1,5344,Calle Comercial,6,0.38,137,Premium,0.24,992522
2455,Deportes,150,25.0,62496,14.0,2097,12797,499,5,28,0,ABC1,9584,Centro Comercial,14,0.6,103,Medio-Alto,0.23,546997
2456,Deportes,142,25.0,103125,0.7,1320,6364,590,3,711,0,C3,13544,Barrio Residencial,7,0.56,74,Económico,0.3,410803
2457,Deportes,149,21.9,136510,3.5,1613,5597,572,4,193,0,D,16011,Calle Comercial,12,0.35,87,Económico,0.3,551606
2458,Deportes,142,25.0,87845,14.7,3022,12295,474,6,35,0,ABC1,11385,Centro Comercial,13,0.43,97,Premium,0.29,909370
2459,Deportes,160,22.4,80804,4.7,716,5032,493,5,566,0,D,16020,Barrio Residencial,9,0.37,77,Económico,0.26,261794
2460,Deportes,127,25.0,117628,3.4,2536,6079,530,2,185,1,C3,20466,Calle Comercial,3,0.52,95,Medio,0.28,605464
2461,Deportes,139,25.0,125425,3.9,1486,8471,550,5,32,0,C2,11067,Shopping,7,0.6,96,Medio-Alto,0.24,471802
2462,Deportes,113,25.0,83035,1.7,1430,4630,479,8,185,0,C3,16540,Calle Comercial,14,0.61,74,Económico,0.22,325691
2463,Deportes,123,25.0,94230,0.6,1671,4907,720,5,534,1,C3,19126,Barrio Residencial,11,0.49,85,Económico,0.29,333617
2464,Deportes,152,25.0,95994,5.6,1821,9647,619,6,33,1,C3,19643,Shopping,10,0.48,103,Medio-Alto,0.28,734563
2465,Deportes,150,25.0,121873,0.6,1363,4286,547,8,561,0,C3,17385,Barrio Residencial,2,0.55,66,Económico,0.23,305987
2466,Deportes,171,25.0,68804,13.1,1911,7394,435,7,562,0,C2,16109,Barrio Residencial,12,0.49,79,Medio,0.22,489006
2467,Deportes,154,25.0,132972,6.2,2356,5962,595,8,705,0,C2,11444,Barrio Residencial,14,0.41,110,Medio-Alto,0.23,830025
2468,Deportes,132,21.7,68493,5.7,654,4820,467,8,131,0,D,17610,Calle Comercial,6,0.54,59,Económico,0.25,350070
2469,Deportes,143,25.0,95615,13.3,2982,7014,516,5,223,1,ABC1,7118,Calle Comercial,14,0.47,150,Premium,0.29,653606
2470,Deportes,152,25.0,106770,6.6,2640,7858,601,6,43,0,ABC1,10541,Calle Comercial,11,0.61,142,Premium,0.29,538309
2471,Deportes,138,25.0,70134,4.8,1524,6465,463,6,77,1,C2,14677,Calle Comercial,13,0.49,112,Premium,0.25,502548
2472,Deportes,172,25.0,86982,1.4,1611,9423,455,4,685,0,ABC1,8614,Barrio Residencial,10,0.46,88,Medio-Alto,0.27,292180
2473,Deportes,132,25.0,77679,12.7,3461,6564,445,4,145,1,C2,16683,Calle Comercial,16,0.64,83,Medio,0.28,768086
2474,Deportes,111,23.7,79605,12.2,1042,4231,547,2,389,0,D,17097,Barrio Residencial,5,0.49,73,Económico,0.26,341726
2475,Deportes,178,25.0,68079,11.5,2407,6434,448,9,168,0,C3,19231,Calle Comercial,10,0.48,116,Premium,0.23,738762
2476,Deportes,132,25.0,128042,6.1,2036,5868,689,5,221,1,C3,15108,Calle Comercial,8,0.59,101,Medio-Alto,0.24,618685
2477,Deportes,112,25.0,114343,5.4,2483,8522,470,7,275,0,C3,12938,Calle Comercial,6,0.64,69,Económico,0.24,613225
2478,Deportes,156,25.0,84562,13.1,1390,9940,407,2,37,0,C3,14557,Centro Comercial,6,0.45,117,Premium,0.29,539899
2479,Deportes,121,21.5,67125,10.4,2043,10017,493,5,2,0,C3,17168,Shopping,16,0.44,116,Medio-Alto,0.24,800076
2480,Deportes,131,25.0,110599,8.8,1975,5834,463,6,620,0,C2,11398,Barrio Residencial,11,0.59,77,Económico,0.25,647492
2481,Deportes,123,25.0,125950,9.4,1378,6175,578,5,38,1,C3,20149,Centro Comercial,16,0.47,108,Medio-Alto,0.27,571278
2482,Deportes,104,22.9,71688,0.1,661,4071,598,5,757,1,D,20495,Barrio Residencial,11,0.58,97,Medio,0.28,283252
2483,Deportes,166,25.0,65656,12.3,2146,5114,545,6,795,0,C3,12001,Barrio Residencial,10,0.65,69,Económico,0.28,637863
2484,Deportes,173,25.0,137978,11.8,3711,5798,466,6,485,0,ABC1,7153,Barrio Residencial,4,0.39,108,Premium,0.29,645634
2485,Deportes,147,22.6,112719,1.3,1085,7582,690,5,155,0,D,20145,Calle Comercial,10,0.43,68,Económico,0.24,417917
2486,Deportes,104,25.0,86235,0.2,1359,11254,517,8,14,1,C3,21751,Shopping,12,0.64,75,Económico,0.23,703160
2487,Deportes,165,25.0,78082,9.9,1236,4934,498,5,131,0,C2,14825,Calle Comercial,6,0.44,129,Premium,0.24,401711
2488,Deportes,165,25.0,134480,4.4,2835,5261,586,6,61,1,C3,21938,Calle Comercial,9,0.4,120,Premium,0.26,781040
2489,Deportes,109,21.4,66305,5.2,1069,5882,519,6,99,0,C3,20533,Calle Comercial,6,0.47,109,Medio-Alto,0.3,311357
2490,Deportes,105,18.1,116313,1.4,2081,7671,534,8,117,0,C2,15452,Calle Comercial,6,0.48,69,Económico,0.25,688899
2491,Deportes,115,25.0,109551,3.3,2706,5911,445,4,111,0,ABC1,6188,Calle Comercial,11,0.47,84,Medio,0.22,796827
2492,Deportes,148,25.0,83082,0.5,1349,11124,507,5,4,0,C2,12864,Centro Comercial,11,0.39,124,Premium,0.29,467920
2493,Deportes,169,25.0,64747,6.0,1597,8190,538,7,173,0,C3,17825,Calle Comercial,12,0.48,119,Medio-Alto,0.29,367351
2494,Deportes,148,22.2,139368,5.4,1107,3574,526,6,499,1,D,16904,Barrio Residencial,7,0.51,104,Medio-Alto,0.27,342323
2495,Deportes,152,25.0,123087,4.0,1965,10033,560,3,22,0,C2,11256,Centro Comercial,13,0.59,90,Medio-Alto,0.28,723417
2496,Deportes,128,21.6,83986,1.7,1539,3930,631,8,646,0,D,21901,Barrio Residencial,7,0.47,88,Económico,0.25,538137
2497,Deportes,115,25.0,99490,1.6,2176,6682,715,5,117,1,C2,16062,Calle Comercial,5,0.36,100,Medio-Alto,0.28,649358
2498,Deportes,155,22.2,75217,0.9,1626,5458,652,5,268,0,D,20384,Calle Comercial,12,0.5,94,Medio,0.23,478962
2499,Deportes,118,21.4,93244,0.5,817,4285,641,6,565,0,D,19353,Barrio Residencial,16,0.47,75,Económico,0.28,233743
2500,Deportes,154,25.0,110770,5.1,1175,6216,530,4,204,1,C3,20415,Calle Comercial,5,0.61,89,Medio,0.24,483641
2501,Deportes,171,25.0,99030,12.2,2398,13223,450,5,1,0,ABC1,5915,Shopping,6,0.53,100,Premium,0.27,651452
2502,Deportes,178,25.0,126179,10.6,1085,7066,508,8,488,0,C3,19615,Barrio Residencial,10,0.52,99,Medio-Alto,0.26,325661
2503,Deportes,103,19.4,105117,4.9,1964,7306,470,8,212,0,C3,16068,Calle Comercial,16,0.64,71,Económico,0.24,442706
2504,Deportes,120,21.6,124447,5.9,1285,5684,638,5,266,1,D,19211,Calle Comercial,4,0.65,56,Económico,0.25,497994
2505,Deportes,146,22.0,68157,4.0,1029,5178,582,8,446,0,D,24528,Barrio Residencial,6,0.55,96,Medio,0.3,398239
2506,Deportes,172,23.3,122126,8.1,1337,6360,586,9,204,0,D,24217,Calle Comercial,6,0.44,63,Económico,0.29,436150
2507,Deportes,156,22.2,134909,6.3,1305,3628,724,5,608,0,D,22893,Barrio Residencial,6,0.38,82,Económico,0.25,503711
2508,Deportes,126,22.3,127467,1.3,884,5700,443,2,670,0,D,19633,Barrio Residencial,10,0.64,80,Económico,0.23,281295
2509,Deportes,132,25.0,100644,1.2,2227,7051,580,4,251,0,C2,10794,Barrio Residencial,8,0.37,91,Medio,0.28,397727
2510,Deportes,140,25.0,96103,4.1,3369,13766,566,5,4,0,C2,12479,Centro Comercial,15,0.64,111,Premium,0.24,922580
2511,Deportes,160,25.0,128222,9.3,1517,8392,429,7,108,1,C3,14026,Calle Comercial,8,0.42,112,Medio-Alto,0.26,425240
2512,Deportes,161,25.0,99739,5.5,3079,6951,561,9,468,0,C2,12833,Barrio Residencial,3,0.42,138,Premium,0.29,625054
2513,Deportes,150,25.0,67948,13.5,2724,13746,587,5,11,1,C2,15908,Centro Comercial,5,0.45,129,Premium,0.29,864577
2514,Deportes,116,23.3,109570,1.4,1761,14380,367,7,2,0,ABC1,7940,Centro Comercial,7,0.54,84,Medio,0.27,675135
2515,Deportes,162,25.0,74264,0.1,749,9884,531,3,21,0,C3,12819,Centro Comercial,5,0.36,68,Económico,0.24,326403
2516,Deportes,173,22.0,113538,9.8,897,6138,445,5,368,0,D,15312,Barrio Residencial,6,0.38,84,Económico,0.28,265880
2517,Deportes,119,22.1,124515,9.9,977,8606,523,7,44,0,D,20006,Centro Comercial,11,0.48,108,Medio-Alto,0.24,450456
2518,Deportes,151,25.0,94312,6.6,2760,7425,691,5,48,1,C3,19534,Centro Comercial,12,0.42,78,Económico,0.25,773186
2519,Deportes,172,25.0,104808,4.8,1756,11047,623,7,48,1,C3,16083,Shopping,4,0.56,82,Económico,0.26,753935
2520,Deportes,129,22.3,60662,4.7,1738,5414,470,7,201,0,D,16801,Calle Comercial,10,0.55,96,Medio,0.29,567132
2521,Deportes,151,25.0,127967,14.1,1555,4682,595,4,288,0,C3,18517,Barrio Residencial,7,0.38,88,Medio,0.25,562801
2522,Deportes,175,25.0,130108,4.6,2039,5989,449,8,359,0,C3,15403,Barrio Residencial,17,0.35,76,Económico,0.25,425920
2523,Deportes,159,25.0,62382,5.8,1726,11423,395,5,2,0,C2,12739,Shopping,16,0.41,117,Premium,0.26,612658
2524,Deportes,165,25.0,82681,10.3,2583,7824,529,5,195,0,C3,15255,Calle Comercial,13,0.48,84,Económico,0.23,593746
2525,Deportes,150,23.6,89987,1.6,598,4852,491,6,254,0,D,17900,Barrio Residencial,16,0.52,81,Económico,0.26,211375
2526,Deportes,111,21.1,123780,14.1,2024,9736,447,6,2,0,C2,17644,Centro Comercial,9,0.39,92,Medio-Alto,0.25,598924
2527,Deportes,126,22.1,134614,6.0,630,6977,613,3,23,1,D,22345,Calle Comercial,8,0.41,86,Económico,0.29,271093
2528,Deportes,144,25.0,138160,4.5,2244,4295,447,5,274,0,C3,18722,Barrio Residencial,6,0.45,118,Premium,0.22,443695
2529,Deportes,113,21.2,104544,0.6,1132,5019,571,6,106,0,C3,13341,Calle Comercial,14,0.36,94,Medio,0.29,383965
2530,Deportes,124,25.0,105524,9.8,4084,10593,457,5,6,0,ABC1,6086,Shopping,5,0.42,141,Premium,0.26,988289
2531,Deportes,164,25.0,112549,1.8,2629,9894,591,5,212,1,C3,13770,Calle Comercial,10,0.43,85,Económico,0.28,606307
2532,Deportes,119,20.9,127932,9.4,1302,7243,388,5,162,0,C2,10254,Calle Comercial,4,0.54,133,Premium,0.28,519705
2533,Deportes,140,25.0,109911,3.5,2713,6363,638,2,131,0,C2,16823,Calle Comercial,16,0.36,118,Premium,0.23,730250
2534,Deportes,163,22.4,112971,11.0,1463,6394,477,4,123,0,D,16056,Calle Comercial,7,0.59,77,Económico,0.27,465877
2535,Deportes,100,25.0,68889,8.1,2086,7309,601,6,286,1,C3,19147,Calle Comercial,5,0.43,106,Medio-Alto,0.29,738023
2536,Deportes,176,22.9,114969,11.3,1155,9829,585,4,39,1,D,15939,Centro Comercial,11,0.38,82,Económico,0.28,558162
2537,Deportes,142,21.5,68748,11.5,1094,10236,435,4,36,0,D,18196,Shopping,17,0.44,73,Económico,0.3,532022
2538,Deportes,120,23.2,82010,6.8,1813,7834,724,8,261,0,D,23416,Calle Comercial,11,0.64,99,Medio,0.26,702609
2539,Deportes,117,20.7,138875,2.0,1112,3920,630,4,551,0,D,20521,Barrio Residencial,13,0.49,52,Económico,0.24,378036
2540,Deportes,177,25.0,112727,3.9,2754,17052,348,5,31,1,ABC1,7446,Shopping,14,0.45,105,Premium,0.24,734464
2541,Deportes,107,25.0,123144,11.6,2281,6981,607,8,62,0,C3,18209,Calle Comercial,9,0.56,84,Económico,0.25,524331
2542,Deportes,107,23.5,116275,1.9,1335,6551,653,7,280,0,D,21394,Calle Comercial,14,0.65,94,Medio,0.27,484811
2543,Deportes,160,25.0,61867,6.1,1233,14171,606,3,39,0,C2,17009,Shopping,10,0.39,112,Premium,0.28,561105
2544,Deportes,134,25.0,133494,5.3,5253,9568,549,8,32,1,ABC1,8762,Centro Comercial,15,0.45,147,Premium,0.27,1136149
2545,Deportes,130,23.0,91768,10.8,2043,9574,580,6,21,0,C3,17175,Centro Comercial,16,0.51,101,Medio-Alto,0.26,654137
2546,Deportes,125,25.0,79369,0.9,3551,12033,505,6,44,0,ABC1,5826,Centro Comercial,4,0.58,124,Premium,0.29,924284
2547,Deportes,114,25.0,85367,4.6,1999,8168,567,3,2,0,C2,17941,Centro Comercial,9,0.49,117,Premium,0.23,512070
2548,Deportes,178,25.0,91422,3.2,1554,7588,435,5,695,0,ABC1,10803,Barrio Residencial,5,0.64,124,Premium,0.25,361642
2549,Deportes,147,25.0,131280,5.4,2158,8093,419,4,32,0,C3,17826,Calle Comercial,10,0.61,122,Premium,0.25,638043
2550,Deportes,176,22.4,117622,6.7,663,5208,464,5,63,1,D,18770,Calle Comercial,6,0.45,104,Medio,0.25,322013
2551,Deportes,175,22.8,108169,1.8,814,5528,452,7,284,1,D,16106,Calle Comercial,7,0.44,53,Económico,0.25,376091
2552,Deportes,109,20.0,95876,1.2,1451,8390,532,6,20,0,C2,15575,Shopping,6,0.41,95,Medio,0.28,639527
2553,Deportes,111,22.0,67908,4.6,2712,9235,578,4,100,0,C2,15275,Calle Comercial,14,0.48,119,Premium,0.24,694513
2554,Deportes,168,25.0,135780,12.6,1258,9106,527,7,236,0,C2,11618,Calle Comercial,7,0.39,112,Medio-Alto,0.29,481375
2555,Deportes,157,25.0,64039,4.1,1322,8078,557,6,200,0,C3,20542,Calle Comercial,8,0.64,80,Económico,0.27,400802
2556,Deportes,179,25.0,126103,4.5,2173,10408,491,6,49,1,ABC1,9892,Shopping,11,0.51,81,Medio,0.27,839051
2557,Deportes,122,20.7,84582,4.5,1189,5435,588,5,281,0,D,16552,Barrio Residencial,3,0.37,92,Medio,0.29,477552
2558,Deportes,161,25.0,82545,12.1,2275,9255,422,7,22,0,C3,13753,Centro Comercial,6,0.52,121,Premium,0.28,661569
2559,Deportes,108,25.0,86744,0.8,755,4956,641,5,772,0,C3,21102,Barrio Residencial,13,0.6,115,Medio-Alto,0.24,162952
2560,Deportes,133,25.0,100104,5.8,786,10538,412,4,36,0,C2,10608,Centro Comercial,7,0.55,92,Medio-Alto,0.24,383183
2561,Deportes,150,25.0,125245,4.6,1636,6265,550,5,191,0,ABC1,9631,Calle Comercial,18,0.53,146,Premium,0.23,484307
2562,Deportes,105,21.3,131466,4.0,958,4216,687,5,301,1,D,19400,Barrio Residencial,8,0.6,57,Económico,0.23,422726
2563,Deportes,156,23.7,137575,9.6,1109,5359,577,6,256,0,D,21594,Calle Comercial,13,0.45,78,Económico,0.26,335363
2564,Deportes,108,20.1,133860,13.3,1385,6375,540,2,197,0,C2,11878,Calle Comercial,6,0.57,85,Medio,0.24,452899
2565,Deportes,161,25.0,70258,1.6,1972,10709,460,7,9,0,C2,17491,Centro Comercial,11,0.45,101,Medio-Alto,0.28,550793
2566,Deportes,133,22.3,125531,0.1,617,5241,603,4,179,0,D,15180,Calle Comercial,5,0.63,60,Económico,0.26,290263
2567,Deportes,129,25.0,70494,9.3,1817,7003,553,7,398,0,C2,10340,Barrio Residencial,10,0.39,130,Premium,0.23,517542
2568,Deportes,145,25.0,127132,1.5,716,5478,536,5,131,1,C3,17855,Calle Comercial,12,0.44,120,Premium,0.27,237978
2569,Deportes,138,25.0,124262,9.8,1374,7154,508,5,18,0,C3,16394,Centro Comercial,15,0.52,82,Económico,0.28,619765
2570,Deportes,177,25.0,112660,6.7,808,7610,448,5,0,0,C3,17179,Centro Comercial,15,0.4,71,Económico,0.23,347887
2571,Deportes,147,25.0,120455,10.5,3294,8031,508,5,275,0,ABC1,6759,Barrio Residencial,10,0.42,145,Premium,0.29,486440
2572,Deportes,132,25.0,139674,1.2,2496,6708,444,7,203,1,ABC1,7304,Calle Comercial,14,0.44,122,Premium,0.28,440792
2573,Deportes,148,23.7,86198,0.3,951,3939,467,5,488,0,D,24340,Barrio Residencial,13,0.49,68,Económico,0.24,314623
2574,Deportes,142,21.8,62740,3.5,1863,5585,599,7,594,0,D,17585,Barrio Residencial,10,0.63,92,Medio,0.28,580711
2575,Deportes,161,25.0,66636,14.5,1487,7499,352,6,453,0,ABC1,6929,Barrio Residencial,12,0.47,139,Premium,0.27,375020
2576,Deportes,142,25.0,132824,10.5,2679,5459,538,5,75,0,C3,20042,Calle Comercial,9,0.49,84,Medio,0.28,670956
2577,Deportes,106,25.0,135339,0.9,1817,5368,447,4,686,0,C2,11188,Barrio Residencial,6,0.53,138,Premium,0.24,441285
2578,Deportes,137,21.7,135256,8.2,1282,4402,701,8,141,1,D,17590,Calle Comercial,6,0.42,78,Económico,0.23,396066
2579,Deportes,129,25.0,100316,6.7,1725,11396,476,6,265,0,C2,10202,Calle Comercial,9,0.37,82,Medio,0.25,370008
2580,Deportes,147,23.3,61421,4.2,747,5478,448,4,47,0,D,18285,Centro Comercial,10,0.39,105,Medio,0.26,360364
2581,Deportes,176,25.0,107841,12.3,1488,9093,547,5,189,1,C3,15065,Calle Comercial,11,0.44,78,Económico,0.23,461395
2582,Deportes,163,25.0,135809,1.6,2478,12912,556,6,1,0,ABC1,10033,Shopping,11,0.36,138,Premium,0.3,709838
2583,Deportes,115,25.0,117631,14.9,1279,10069,596,2,23,1,C3,17687,Centro Comercial,5,0.54,111,Medio-Alto,0.25,450881
2584,Deportes,100,22.1,120933,13.7,1438,5547,730,4,270,1,D,21756,Barrio Residencial,14,0.54,79,Económico,0.3,469211
2585,Deportes,140,23.5,128450,13.2,595,4069,668,5,250,0,D,15586,Calle Comercial,5,0.64,49,Económico,0.26,370342
2586,Deportes,168,25.0,128939,0.3,662,5892,428,5,614,0,C3,12717,Barrio Residencial,15,0.56,79,Económico,0.25,215853
2587,Deportes,163,25.0,113288,11.7,1735,5054,376,4,254,0,C3,12512,Calle Comercial,4,0.36,76,Económico,0.26,384416
